modelo,cond,semente,grupo,geracao,massa_cauda,n_tokens
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,8,0.2903,62
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,9,0.2812,64
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,10,0.3016,63
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,11,0.2857,63
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,12,0.2787,61
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,13,0.2951,61
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,14,0.2667,60
openai-gpt-5-6-terra,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,15,0.2903,62
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,0,0.2098,224
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,1,0.2488,213
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,2,0.2719,217
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,3,0.276,221
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,4,0.2735,223
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,5,0.2704,233
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,6,0.2704,233
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,7,0.2949,234
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,8,0.3074,231
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,9,0.3004,233
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,10,0.2944,231
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,11,0.2876,233
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,12,0.3128,227
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,13,0.2924,236
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,14,0.3142,226
openai-gpt-5-6-terra,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,15,0.3053,226
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,0,0.1875,176
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,1,0.2065,184
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,2,0.1929,197
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,3,0.203,202
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,4,0.201,194
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,5,0.2258,186
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,6,0.2199,191
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,7,0.2308,182
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,8,0.2103,195
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,9,0.2366,186
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,10,0.232,194
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,11,0.2292,192
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,12,0.2251,191
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,13,0.2246,187
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,14,0.2194,196
openai-gpt-5-6-terra,pt-C1,controle-pt-03-memorial-ayres,controle-pt,15,0.2,195
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,0,0.151,245
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,1,0.1186,236
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,2,0.1191,235
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,3,0.1176,238
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,4,0.1139,237
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,5,0.1149,235
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,6,0.1224,237
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,7,0.125,240
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,8,0.1255,239
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,9,0.1198,242
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,10,0.1197,234
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,11,0.1181,237
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,12,0.1271,236
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,13,0.112,241
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,14,0.1044,249
openai-gpt-5-6-terra,pt-C1,regional-01-chasque-do-imperador,regional,15,0.0996,251
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,0,0.1944,216
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,1,0.1905,210
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,2,0.2077,207
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,3,0.2098,205
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,4,0.2029,207
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,5,0.2059,204
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,6,0.215,200
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,7,0.1845,206
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,8,0.2057,209
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,9,0.1902,205
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,10,0.2087,206
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,11,0.1902,205
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,12,0.2412,199
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,13,0.202,198
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,14,0.2414,203
openai-gpt-5-6-terra,pt-C1,regional-02-contrabandista,regional,15,0.198,202
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,0,0.1569,204
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,1,0.1538,195
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,2,0.1856,194
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,3,0.1827,197
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,4,0.2132,197
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,5,0.2,195
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,6,0.2,195
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,7,0.1733,202
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,8,0.1907,215
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,9,0.1699,206
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,10,0.177,209
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,11,0.1952,210
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,12,0.2,210
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,13,0.1952,210
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,14,0.2047,215
openai-gpt-5-6-terra,pt-C1,regional-03-correr-eguada,regional,15,0.1934,212
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,0,0.2755,196
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,1,0.2356,191
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,2,0.2337,184
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,3,0.22,200
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,4,0.2362,199
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,5,0.2304,191
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,6,0.2323,198
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,7,0.232,194
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,8,0.2435,193
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,9,0.2424,198
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,10,0.2667,195
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,11,0.2362,199
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,12,0.2563,199
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso-1912,regional,13,0.24,200
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,0,0.25,196
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,1,0.2366,186
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,2,0.2169,189
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,3,0.2796,186
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,4,0.2323,198
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,5,0.2239,201
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,6,0.2201,209
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,7,0.226,208
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,8,0.2233,206
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,9,0.2143,210
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,10,0.2304,204
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,11,0.2311,212
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,12,0.2163,208
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,13,0.2192,219
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,14,0.2233,215
openai-gpt-5-6-terra,pt-C1,regional-04-jogo-do-osso,regional,15,0.2202,218
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,0,0.1299,177
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,1,0.16,175
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,2,0.1547,181
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,3,0.1359,184
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,4,0.1364,198
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,5,0.151,192
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,6,0.125,200
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,7,0.1587,189
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,8,0.1313,198
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,9,0.159,195
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,10,0.13,200
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,11,0.16,200
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,12,0.1122,205
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,13,0.1463,205
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,14,0.1165,206
openai-gpt-5-6-terra,pt-C1,regional-05-no-manantial,regional,15,0.1512,205
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,0,0.2336,244
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,1,0.1883,239
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,2,0.1721,244
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,3,0.1673,251
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,4,0.18,250
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,5,0.1492,248
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,6,0.1583,259
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,7,0.1569,255
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,8,0.1641,256
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,9,0.1598,244
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,10,0.1855,248
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,11,0.1523,243
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,12,0.1786,252
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,13,0.1784,241
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,14,0.1693,254
openai-gpt-5-6-terra,pt-C1,regional-06-o-negro-bonifacio,regional,15,0.1753,251
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,0,0.25,244
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,1,0.229,262
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,2,0.2296,270
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,3,0.2274,277
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,4,0.2265,287
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,5,0.2148,284
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,6,0.2195,287
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,7,0.218,289
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,8,0.229,297
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,9,0.2211,294
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,10,0.2509,291
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,11,0.2321,293
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,12,0.2401,304
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,13,0.2341,299
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,14,0.25,292
openai-gpt-5-6-terra,pt-C1,regional-07-os-cabelos-da-china,regional,15,0.2467,300
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,0,0.2278,237
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,1,0.2489,229
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,2,0.2564,234
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,3,0.2618,233
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,4,0.2437,238
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,5,0.2417,240
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,6,0.239,251
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,7,0.2295,244
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,8,0.2244,254
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,9,0.2008,249
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,10,0.2227,247
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,11,0.2195,246
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,12,0.2196,255
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,13,0.2195,246
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,14,0.252,254
openai-gpt-5-6-terra,pt-C1,regional-08-penar-de-velhos,regional,15,0.2249,249
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,0,0.2333,240
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,1,0.1552,232
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,2,0.152,250
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,3,0.1452,248
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,4,0.1532,248
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,5,0.1323,257
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,6,0.1508,252
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,7,0.1341,261
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,8,0.1687,249
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,9,0.1318,258
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas-1912,regional,10,0.1647,255
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,0,0.2,240
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,1,0.1439,264
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,2,0.1434,265
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,3,0.1439,271
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,4,0.1801,261
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,5,0.1519,270
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,6,0.1519,270
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,7,0.1475,278
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,8,0.1434,272
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,9,0.1527,275
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,10,0.1387,274
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,11,0.1491,275
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,12,0.1527,275
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,13,0.125,272
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,14,0.1514,284
openai-gpt-5-6-terra,pt-C1,regional-09-trezentas-oncas,regional,15,0.1365,271
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,0,0.2059,204
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,1,0.2372,215
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,2,0.2443,221
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,3,0.2387,222
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,4,0.2262,221
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,5,0.2454,216
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,6,0.2398,221
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,7,0.2315,216
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,8,0.2535,213
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,9,0.2336,214
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,10,0.2488,213
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,11,0.2394,213
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,12,0.2558,215
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,13,0.2454,216
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,14,0.2582,213
openai-gpt-5-6-terra,pt-C2,controle-pt-01-policarpo-abertura,controle-pt,15,0.235,217
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,0,0.2098,224
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,1,0.2358,212
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,2,0.2465,215
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,3,0.2429,210
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,4,0.2429,210
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,5,0.237,211
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,6,0.2559,211
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,7,0.2679,209
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,8,0.2754,207
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,9,0.2788,208
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,10,0.2476,210
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,11,0.274,208
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,12,0.2584,209
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,13,0.244,209
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,14,0.2415,207
openai-gpt-5-6-terra,pt-C2,controle-pt-02-policarpo-albernaz,controle-pt,15,0.2596,208
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,0,0.1875,176
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,1,0.1746,189
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,2,0.199,191
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,3,0.1852,189
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,4,0.1979,192
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,5,0.2042,191
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,6,0.1959,194
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,7,0.1905,189
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,8,0.1823,192
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,9,0.199,191
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,10,0.1832,191
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,11,0.1905,189
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,12,0.2073,193
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,13,0.199,191
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,14,0.1959,194
openai-gpt-5-6-terra,pt-C2,controle-pt-03-memorial-ayres,controle-pt,15,0.1947,190
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,0,0.151,245
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,1,0.1538,234
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,2,0.1558,231
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,3,0.1588,233
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,4,0.1595,232
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,5,0.1602,231
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,6,0.1616,229
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,7,0.1572,229
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,8,0.1572,229
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,9,0.1565,230
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,10,0.1558,231
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,11,0.1558,231
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,12,0.1565,230
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,13,0.1545,233
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,14,0.1558,231
openai-gpt-5-6-terra,pt-C2,regional-01-chasque-do-imperador,regional,15,0.1565,230
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,0,0.1944,216
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,1,0.2217,203
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,2,0.2408,191
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,3,0.246,187
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,4,0.2328,189
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,5,0.2513,191
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,6,0.2216,194
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,7,0.2245,196
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,8,0.2347,196
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,9,0.2234,197
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,10,0.2371,194
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,11,0.2245,196
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,12,0.2398,196
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,13,0.2347,196
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,14,0.241,195
openai-gpt-5-6-terra,pt-C2,regional-02-contrabandista,regional,15,0.2268,194
openai-gpt-5-6-terra,pt-C2,regional-03-correr-eguada,regional,0,0.1569,204
openai-gpt-5-6-terra,pt-C2,regional-03-correr-eguada,regional,1,0.1505,206
openai-gpt-5-6-terra,pt-C2,regional-03-correr-eguada,regional,2,0.1535,202
openai-gpt-5-6-terra,pt-C2,regional-03-correr-eguada,regional,3,0.1768,198
