modelo,cond,semente,grupo,geracao,massa_cauda,n_tokens
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso-1912,regional,10,0.23,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,0,0.25,196
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,1,0.2289,201
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,2,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,3,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,4,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,5,0.23,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,6,0.23,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,7,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,8,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,9,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,10,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,11,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,12,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,13,0.235,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,14,0.24,200
anthropic-claude-sonnet-5,pt-C3,regional-04-jogo-do-osso,regional,15,0.24,200
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,0,0.1299,177
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,1,0.125,184
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,2,0.1189,185
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,3,0.1189,185
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,4,0.1176,187
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,5,0.1176,187
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,6,0.1176,187
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,7,0.1176,187
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,8,0.1189,185
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,9,0.1189,185
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,10,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,11,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,12,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,13,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,14,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-05-no-manantial,regional,15,0.1183,186
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,0,0.2336,244
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,1,0.1496,254
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,2,0.1527,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,3,0.1533,261
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,4,0.1527,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,5,0.1527,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,6,0.1521,263
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,7,0.1489,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,8,0.1489,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,9,0.1527,262
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,10,0.1583,259
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,11,0.1583,259
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,12,0.1589,258
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,13,0.1589,258
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,14,0.1589,258
anthropic-claude-sonnet-5,pt-C3,regional-06-o-negro-bonifacio,regional,15,0.1589,258
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,0,0.25,244
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,1,0.2389,247
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,2,0.2222,252
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,3,0.2222,252
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,4,0.2196,255
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,5,0.2205,254
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,6,0.2239,259
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,7,0.2269,260
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,8,0.2269,260
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,9,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,10,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,11,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,12,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,13,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,14,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-07-os-cabelos-da-china,regional,15,0.2261,261
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,0,0.2278,237
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,1,0.2203,236
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,2,0.2185,238
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,3,0.2158,241
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,4,0.2149,242
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,5,0.2158,241
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,6,0.214,243
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,7,0.2204,245
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,8,0.2163,245
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,9,0.2204,245
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,10,0.2204,245
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,11,0.2213,244
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,12,0.2213,244
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,13,0.2222,243
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,14,0.2222,243
anthropic-claude-sonnet-5,pt-C3,regional-08-penar-de-velhos,regional,15,0.2222,243
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,0,0.2333,240
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,1,0.195,241
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,2,0.186,242
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,3,0.1818,242
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,4,0.1741,247
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,5,0.1741,247
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,6,0.176,250
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas-1912,regional,7,0.176,250
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,0,0.2,240
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,1,0.1959,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,2,0.1959,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,3,0.1895,248
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,4,0.1767,249
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,5,0.1767,249
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,6,0.1767,249
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,7,0.1741,247
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,8,0.1755,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,9,0.1755,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,10,0.1755,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,11,0.1714,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,12,0.1714,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,13,0.1714,245
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,14,0.1721,244
anthropic-claude-sonnet-5,pt-C3,regional-09-trezentas-oncas,regional,15,0.1721,244
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,0,0.1486,222
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,1,0.2123,212
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,2,0.1542,214
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,3,0.2176,216
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,4,0.1704,223
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,5,0.2279,215
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,6,0.1485,229
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,7,0.1898,216
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,8,0.1674,227
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,9,0.1853,232
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,10,0.1803,233
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,11,0.1894,227
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,12,0.1767,232
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,13,0.1794,223
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,14,0.1974,228
google-gemini-3-5-flash,en-C1,controle-en-01-gatsby,controle-en,15,0.1892,222
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,0,0.285,193
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,1,0.4041,193
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,2,0.3723,188
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,3,0.3617,188
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,4,0.3684,190
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,5,0.3636,187
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,6,0.3737,190
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,7,0.3632,190
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,8,0.3777,188
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,9,0.3508,191
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,10,0.367,188
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,11,0.3472,193
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,12,0.3511,188
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,13,0.3386,189
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,14,0.4064,187
google-gemini-3-5-flash,en-C1,controle-en-02-babbitt,controle-en,15,0.3452,197
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,0,0.1855,248
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,1,0.3017,232
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,2,0.2489,229
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,3,0.2533,225
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,4,0.2364,220
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,5,0.2877,219
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,6,0.2332,223
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,7,0.2972,212
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,8,0.2938,211
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,9,0.2723,213
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,10,0.3143,210
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,11,0.2952,210
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,12,0.2594,212
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,13,0.2958,213
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,14,0.2512,211
google-gemini-3-5-flash,en-C1,controle-en-03-lost-lady,controle-en,15,0.3113,212
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,0,0.1486,222
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,1,0.1705,217
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,2,0.137,219
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,3,0.1574,216
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,4,0.1574,216
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,5,0.1396,222
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,6,0.1751,217
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,7,0.1467,225
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,8,0.1467,225
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,9,0.1467,225
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,10,0.1467,225
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,11,0.1467,225
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,12,0.1553,219
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,13,0.1461,219
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,14,0.1794,223
google-gemini-3-5-flash,en-C2,controle-en-01-gatsby,controle-en,15,0.1794,223
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,0,0.285,193
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,1,0.3315,178
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,2,0.3486,175
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,3,0.3391,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,4,0.3452,168
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,5,0.3353,170
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,6,0.3353,170
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,7,0.343,172
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,8,0.3333,171
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,9,0.3276,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,10,0.3276,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,11,0.3276,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,12,0.3276,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,13,0.3276,174
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,14,0.3757,181
google-gemini-3-5-flash,en-C2,controle-en-02-babbitt,controle-en,15,0.382,178
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,0,0.1855,248
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,1,0.2511,235
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,2,0.2282,241
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,3,0.2218,239
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,4,0.2241,232
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,5,0.2232,233
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,6,0.2232,233
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,7,0.2232,233
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,8,0.2232,233
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,9,0.2257,226
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,10,0.2183,229
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,11,0.2203,227
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,12,0.2356,225
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,13,0.2356,225
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,14,0.2356,225
google-gemini-3-5-flash,en-C2,controle-en-03-lost-lady,controle-en,15,0.2356,225
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,0,0.2059,204
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,1,0.2732,205
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,2,0.2785,237
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,3,0.2881,236
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,4,0.2983,238
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,5,0.2857,231
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,6,0.3008,236
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,7,0.2585,236
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,8,0.3233,232
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,9,0.2857,224
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,10,0.2974,232
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,11,0.2845,232
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,12,0.3087,230
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,13,0.2814,231
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,14,0.2913,230
google-gemini-3-5-flash,pt-C1,controle-pt-01-policarpo-abertura,controle-pt,15,0.2965,226
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,0,0.2098,224
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,1,0.3284,204
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,2,0.3134,217
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,3,0.3081,211
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,4,0.2949,217
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,5,0.3148,216
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,6,0.2972,212
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,7,0.344,218
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,8,0.3194,216
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,9,0.3425,219
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,10,0.3105,219
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,11,0.3288,222
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,12,0.2944,214
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,13,0.3619,210
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,14,0.3302,212
google-gemini-3-5-flash,pt-C1,controle-pt-02-policarpo-albernaz,controle-pt,15,0.3853,218
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,0,0.1875,176
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,1,0.2573,171
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,2,0.25,180
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,3,0.2606,165
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,4,0.2784,176
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,5,0.2651,166
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,6,0.3136,169
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,7,0.2738,168
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,8,0.3,170
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,9,0.2917,168
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,10,0.309,178
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,11,0.2754,167
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,12,0.2646,189
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,13,0.2541,181
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,14,0.3056,180
google-gemini-3-5-flash,pt-C1,controle-pt-03-memorial-ayres,controle-pt,15,0.3176,170
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,0,0.151,245
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,1,0.1211,256
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,2,0.1137,255
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,3,0.104,250
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,4,0.131,252
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,5,0.14,250
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,6,0.1579,247
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,7,0.187,246
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,8,0.166,247
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,9,0.1508,252
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,10,0.4091,1259
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,11,0.0861,151
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,12,0.0616,146
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,13,0.1007,139
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,14,0.0714,140
google-gemini-3-5-flash,pt-C1,regional-01-chasque-do-imperador,regional,15,0.0677,133
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,0,0.1944,216
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,1,0.2083,216
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,2,0.1667,210
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,3,0.2238,210
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,4,0.1517,211
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,5,0.2477,214
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,6,0.169,213
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,7,0.2547,212
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,8,0.1814,215
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,9,0.2333,210
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,10,0.1784,213
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,11,0.2341,205
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,12,0.2136,206
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,13,0.2212,208
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,14,0.2019,208
google-gemini-3-5-flash,pt-C1,regional-02-contrabandista,regional,15,0.201,204
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,0,0.1569,204
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,1,0.1658,199
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,2,0.1863,204
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,3,0.125,200
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,4,0.2115,208
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,5,0.1262,206
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,6,0.201,209
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,7,0.1564,211
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,8,0.1553,206
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,9,0.1667,210
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,10,0.2092,196
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,11,0.201,199
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,12,0.2449,196
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,13,0.2129,202
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,14,0.2161,199
google-gemini-3-5-flash,pt-C1,regional-03-correr-eguada,regional,15,0.23,200
google-gemini-3-5-flash,pt-C1,regional-04-jogo-do-osso,regional,0,0.25,196
google-gemini-3-5-flash,pt-C1,regional-04-jogo-do-osso,regional,1,0.197,198
google-gemini-3-5-flash,pt-C1,regional-04-jogo-do-osso,regional,2,0.1809,199
google-gemini-3-5-flash,pt-C1,regional-04-jogo-do-osso,regional,3,0.1558,199
google-gemini-3-5-flash,pt-C1,regional-04-jogo-do-osso,regional,4,0.1633,196
